,song_name,ir_type,motion_type,speech_xy,listener_azi,listener_x,listener_y,snr,locq,ssr
110,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-2.5,-2.5,-2.7465015659392833,0.40910493079675186,37.74214647261963
111,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-2.0,-2.5,-4.521941589645714,0.3869447602378692,34.313694628204395
112,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-1.5,-2.5,-6.724574957920332,0.3550898337805964,32.62981820799745
113,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-1.0,-2.5,-9.608303027275603,0.318497905352723,24.11884925264904
114,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,-0.5,-2.5,-10.24471479452118,0.3012101386533067,24.523941833923093
115,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,0.0,-2.5,-8.912010992936292,0.29240426609261766,25.980497053611856
116,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,0.5,-2.5,-10.16812817226067,0.29875094574634675,32.48685601934468
117,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,1.0,-2.5,-9.583419031536973,0.3211042965719554,26.37539161054891
118,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,1.5,-2.5,-6.752693204268496,0.3596096622988015,28.462413569568838
119,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,2.0,-2.5,-4.6539104924974595,0.3937324484534347,32.424573257463535
120,Juliet's Rescue - Heartbeats,HRIR,translational,"(0, -2)",0,2.5,-2.5,-3.019717974530856,0.41226827117071996,33.326324290394396
